size2,size3,size4,size5
376.566487,395.695104,616.603636,619.086146
311.454769,499.738011,434.323308,778.951737
376.566485,495.731994,641.903959,619.485871
307.448752,424.14603,658.080085,708.663369
295.278638,495.731992,551.972494,342.91483
307.448747,495.731992,637.271988,446.422201
376.566487,499.738014,617.272747,616.413993
311.454767,499.738016,497.203115,536.836889
376.566483,395.695105,518.866628,631.236988
325.81722,482.502469,468.117364,486.08762
346.62532,483.561875,648.096514,414.247714
197.963827,499.738011,605.538792,536.836888
207.411861,448.988746,499.505684,761.069464
197.963828,489.75444,633.265968,608.189646
376.566484,534.908563,340.263975,659.973164
346.625321,499.738014,398.796995,527.388851
376.566489,330.583391,518.866629,774.945716
305.817978,514.100462,620.609661,681.439873
376.566485,386.247072,637.271991,725.898913
325.817219,499.738009,658.080087,639.73828
376.566484,483.561875,333.234246,395.534755
301.541853,439.10284,607.359838,632.054589
376.566485,495.731994,518.866633,667.760672
376.566488,363.689249,637.271989,720.262123
325.817221,365.753941,617.272748,423.345946
376.566483,330.583389,518.86663,408.026548
311.454772,210.51375,468.117368,727.605054
295.278638,420.707358,533.229086,733.797611
376.566485,494.101222,616.43529,588.989011
376.566484,494.101222,602.727386,638.03214
346.62532,217.092445,514.860609,736.438254
325.817219,483.561877,620.609661,396.221633
376.566488,469.796848,562.274366,739.775166
190.934101,483.561881,496.314347,726.896634
376.566487,489.75444,513.229844,659.973165
301.541856,448.988748,634.972108,526.196055
346.62532,499.738014,555.978514,758.143633
376.566487,347.207676,537.323571,726.184579
301.541856,314.105628,405.375689,527.38885
376.566486,420.707362,569.860395,795.614066
376.566485,469.796843,613.266727,771.268042
376.566487,495.731988,225.964474,536.836885
376.566485,514.100461,339.10561,778.951738
301.541853,330.583388,501.631087,512.069452
346.62532,395.695107,435.221998,736.438255
376.566483,483.561881,617.272754,519.448985
376.566487,499.738015,396.277459,638.032139
376.566486,534.908563,601.667976,393.702097
376.566488,217.092445,633.265973,624.802613
376.566489,499.738012,518.866635,573.442854
346.625319,364.595576,610.626088,563.717767
376.566484,217.092447,391.961382,336.336135
376.566484,534.908562,672.442541,638.032134
376.566481,534.908563,613.266731,636.873772
376.566484,330.583385,620.609662,622.677211
376.566486,534.908566,627.359075,739.775162
325.817221,499.73801,612.996624,740.772887
207.411862,432.326418,552.878821,725.687884
346.625318,499.738011,633.265966,538.592807
376.566482,489.825097,398.796991,604.769865
376.566484,448.988745,333.685279,756.437497
311.45477,330.583389,545.514371,703.856449
346.625319,217.092447,618.903519,690.412798
376.566489,424.983487,672.442537,528.547213
325.81722,395.695106,637.271988,639.738279
207.411864,499.738013,498.833884,622.60655
376.566485,514.100462,633.265969,726.410437
311.45477,514.100462,500.320367,750.459947
376.566487,497.438134,634.972111,722.404419
376.566487,395.695102,551.972495,497.277782
376.566488,499.738015,590.668494,765.701914
311.454772,482.502466,618.903521,747.83994
295.278634,499.738013,383.724196,669.26976
376.566488,514.100467,608.990608,520.660757
376.566486,448.988747,617.272751,777.245602
325.817219,424.983489,511.525102,517.962504
301.541857,330.583389,618.903518,516.331729
311.454771,495.731994,499.505685,771.608812
346.62532,495.731995,654.074067,733.30092
376.566485,312.037124,451.455033,533.81144
311.454771,495.731996,610.626087,503.422255
376.566488,483.561882,620.609658,671.571917
311.45477,394.536743,616.435287,516.353104
376.566483,494.101225,637.271992,669.269764
307.448749,330.583389,509.418597,756.437497
376.566485,534.90856,658.080091,716.610425
311.454772,499.738012,331.165744,752.506844
311.45477,499.738015,436.384162,758.143634
376.566485,395.695105,517.708268,734.13838
206.2535,499.738012,443.771343,758.143634
191.385132,534.908561,498.83388,542.909667
376.566485,330.583389,533.229077,736.438257
376.566484,432.326417,405.375691,536.836886
376.566487,499.738009,518.866633,511.31167
307.44875,534.908564,518.866628,754.80673
325.817218,499.738016,612.996627,677.208711
301.541856,432.326413,509.418596,660.730943
376.566484,499.738012,518.866633,761.069462
346.62532,499.738015,606.733404,638.032137
325.81722,499.738008,672.442542,521.968518
309.154888,328.23223,468.117366,454.556926
346.625319,482.502469,498.146998,652.394587
311.454768,483.561881,618.903517,739.775163
307.44875,432.326418,514.860613,730.531363
190.698253,395.695106,551.972497,756.437496
376.566488,489.8251,652.443302,728.160825
376.566486,497.438133,388.897925,402.80033
376.566487,495.731993,396.277461,638.032142
311.45477,329.425025,620.609658,778.951736
309.15489,395.695109,398.796997,423.345944
307.448747,469.796845,634.972107,571.101117
311.454771,412.813372,333.685278,631.236987
207.411861,514.100464,605.538787,733.797611
311.454768,495.731993,633.265972,630.290243
376.566484,424.983486,612.925966,642.946553
305.81798,514.10046,509.418595,791.608044
311.454769,534.908565,634.972106,517.962501
376.566484,495.731992,518.866633,660.730945
376.566485,499.738013,451.455034,756.437496
207.411862,499.738014,488.925465,656.400606
207.411863,432.326417,533.229084,761.355131
311.454769,328.468078,618.903518,652.394584
376.566484,483.561881,559.974486,630.290244
325.817222,489.8251,496.314351,778.951739
311.454771,495.731993,552.878818,677.208707
376.566485,494.101223,616.603636,621.318529
311.454768,497.438129,562.274371,725.898913
376.566483,495.731993,612.996624,795.614063
190.934101,514.100465,618.90352,527.388852
376.566483,420.707364,502.38887,351.655534
325.817221,489.825099,518.866631,469.42529
376.566484,499.738011,517.70827,656.400607
376.566484,534.908559,612.996621,630.966883
376.566488,395.695104,620.609663,736.438257
311.45477,495.731997,404.217328,775.614828
197.963827,499.73801,404.217328,623.711547
207.411862,329.425027,654.074073,697.508463
376.566485,499.738014,518.866631,572.75978
376.566484,499.73801,606.733409,620.796598
376.566486,225.38212,518.866631,777.245595
311.454771,344.945841,513.229841,638.032136
376.566488,330.58339,618.90352,638.579918
311.45477,495.731997,468.117367,528.547214
376.566487,514.100463,618.90352,556.688038
311.454769,489.8251,333.685275,511.833606
311.45477,495.731998,497.203114,639.73828
325.817222,225.382119,517.708268,736.438255
307.448746,217.092445,405.375691,621.856
311.454771,484.159297,496.314351,743.072767
376.566487,514.100464,654.074065,754.137614
311.454771,330.583388,616.603641,628.584101
325.817221,424.146026,637.27199,628.584103
376.566488,417.255546,470.379203,619.638234
207.411862,469.796849,601.667975,636.401368
295.278638,432.326418,562.274367,654.656425
376.566485,534.908565,517.708268,631.557888
191.385133,534.90856,608.990606,630.399526
376.566487,514.100458,533.22908,642.946558
376.566484,200.614685,333.685277,775.614829
376.566485,432.326414,608.99061,527.388855
325.817221,432.326417,654.074068,670.734459
376.566485,448.988748,618.90352,609.797112
311.454772,329.425026,610.696746,725.898913
307.448749,495.731992,589.497862,661.032575
376.566484,499.738013,606.733408,391.312935
311.454771,499.738008,558.268347,656.400609
376.566487,330.583391,508.95372,762.775599
206.2535,225.382118,620.609662,552.606155
376.566485,499.738014,631.635199,778.951735
295.278634,497.438134,513.229845,656.400611
376.566486,495.731995,404.217329,470.532374
305.817978,499.738014,637.271989,655.242245
307.448747,448.988747,612.429271,733.797614
376.566486,395.695104,620.609657,718.316563
346.62532,514.100465,555.978516,619.485876
376.566487,514.100465,468.117367,638.032139
376.566487,483.561879,602.727386,638.032135
311.454771,499.738015,554.03718,482.128287
311.454771,495.73199,637.271989,575.107132
294.219225,446.688866,618.903519,720.616445
376.566487,489.75444,637.271987,758.143634
346.625321,394.536741,502.388872,636.401369
309.154889,395.695104,513.70225,749.963241
376.566486,499.738012,634.972111,739.775166
376.566487,469.796848,488.925466,581.30532
307.448752,489.8251,514.860608,625.862022
376.566488,484.159298,538.01045,616.413992
301.541856,469.796847,612.429264,515.644851
325.81722,495.731992,405.37569,754.80673
311.45477,534.908566,374.573481,542.909665
311.454771,217.092446,513.22984,639.687
376.566483,499.738013,485.153326,631.55789
309.15489,499.738012,613.266726,636.401367
311.454771,379.668377,518.866627,736.43826
207.411864,499.738013,630.797741,528.547216
376.566487,499.738009,518.866634,669.507234
376.566484,386.247071,404.217327,728.202471
307.44875,499.738012,655.780207,681.439876
376.566486,534.908562,518.866629,534.485727
376.566487,395.695103,509.418596,631.557886
307.448751,499.738011,502.839903,631.557885
325.817221,314.105628,618.903521,616.027855
376.566486,495.731994,331.165745,712.534185
325.81722,395.695101,637.27199,739.775162
346.625321,424.14603,488.925468,615.531157
376.566486,494.101223,612.42927,777.2456
376.566483,395.695103,654.07407,679.139992
376.566484,489.825096,637.271988,461.616191
376.566483,395.695106,466.959004,669.16647
376.566485,499.73801,602.72739,613.849082
307.448747,495.731993,442.612981,732.162134
311.454771,534.908561,613.266729,638.032134
325.817218,467.496967,383.724195,521.28164
376.566484,469.796848,616.435287,733.797611
376.566487,394.536741,620.609659,777.245597
325.81722,432.326417,500.320369,750.530603
325.817219,495.731989,472.211856,677.208707
376.566484,494.101223,514.860605,660.730948
307.448746,499.738014,435.457846,739.77517
207.411863,534.908565,434.741425,732.091475
376.566488,330.583386,620.609659,638.032142
376.566487,499.738009,509.418599,779.437936
376.566485,395.695104,617.272751,710.314573
207.411862,330.58339,610.626087,763.880869
376.566481,514.100463,514.86061,720.616448
307.44875,495.73199,333.685275,657.908478
376.56649,225.38212,398.345961,677.208707
376.566488,499.738012,518.86663,652.394592
311.45477,432.806988,606.451715,775.614826
376.566486,448.988749,612.996623,600.955058
346.625318,495.731992,618.90352,563.717767
307.448747,499.738015,551.972494,592.665384
376.566486,499.738014,558.268347,791.608046
206.2535,499.738009,605.673994,785.630492
301.541856,225.382119,600.037206,646.487696
325.817221,499.738014,559.974486,770.771349
376.566488,395.695106,616.603638,750.459941
325.81722,499.738012,654.074069,723.073526
376.566485,495.731989,654.074072,402.800327
376.566486,499.738015,323.786211,743.072767
188.865599,489.825099,613.266732,679.809106
376.566485,494.101225,545.514373,559.080402
376.566485,494.101226,518.866629,562.759057
376.566485,499.738015,612.996623,636.367863
376.566485,483.561881,518.866628,631.557887
376.566487,395.695103,502.153019,624.667407
325.817221,534.908559,637.271993,770.771345
325.81722,495.731996,532.333202,739.775164
305.817982,493.263766,518.86663,756.437497
376.566485,497.438131,633.265972,609.384264
325.81722,365.753939,618.90352,536.836891
376.566484,499.73801,544.589147,763.880868
311.454772,499.738011,502.388873,521.281638
207.411863,499.738011,605.53879,727.605049
301.541856,321.135354,620.609659,750.530601
376.566484,493.263762,517.70827,626.488452
376.566486,495.731989,613.266732,519.448981
376.566484,495.73199,658.080085,725.687881
311.454771,495.731991,443.771341,624.703661
376.566484,499.738011,552.878817,736.438256
376.566487,482.50247,654.074071,639.738272
376.566487,489.8251,618.903519,617.040423
206.253499,494.101221,323.78621,753.969269
376.566484,329.425025,514.860608,767.332684
376.566484,499.738014,533.229083,672.044322
295.278634,497.438133,612.996625,777.245598
376.566484,494.101222,218.584941,626.488459
376.566488,330.583387,620.609656,527.388851
244.523745,499.738013,616.603638,738.144396
307.448753,534.908563,533.229086,778.951733
376.566486,494.101224,477.492021,739.775172
376.566485,495.73199,617.272753,693.512494
376.566486,499.738011,517.708267,639.686999
376.566484,482.36726,620.036445,408.47758
376.566489,469.796848,517.708267,758.143638
301.541856,394.536741,658.08009,677.20871
309.15489,499.738009,637.271991,621.318532
376.566485,329.425026,479.477431,628.584108
307.448751,356.305904,613.26673,528.547214
376.566486,424.983486,652.443302,405.958043
311.454769,379.668373,613.266732,677.208705
325.817218,495.731991,613.266732,626.953336
376.566488,534.908566,658.080091,763.880869
376.566486,395.695104,618.90352,726.410435
376.566487,499.738012,618.903519,527.388853
325.81722,497.438132,613.26673,671.571918
307.448749,432.326418,533.229079,735.600798
376.566483,321.135354,366.336295,767.332684
301.471196,495.731991,618.903522,739.775166
376.566482,329.425027,413.66536,402.800328
307.44875,497.438134,618.903519,588.989014
207.411863,499.738011,617.272752,795.614069
376.566484,483.561881,518.866632,581.305319
311.454771,534.908564,604.433526,777.245591
376.566484,373.991126,502.388868,638.032136
207.411864,499.738009,582.984801,689.506469
311.454771,493.263762,481.223989,754.806725
207.411862,344.945839,502.388871,491.340474
307.448747,497.43813,518.866634,656.400605
346.62532,217.092445,618.903519,416.767248
311.454771,494.101225,368.855825,735.600798
376.566481,495.731995,620.609658,609.384264
304.980519,448.988747,618.903515,723.208735
376.566486,489.825097,612.996627,736.438253
311.45477,497.438133,533.229083,763.880866
191.385132,499.738015,658.080091,536.330969
307.448749,469.796848,620.609659,334.267628
376.566485,395.695108,532.070721,638.032134
309.154889,328.91911,637.271988,756.437492
376.566482,191.967487,508.953715,767.332686
191.385133,514.100462,554.037182,761.069465
376.566489,495.731993,637.271992,753.969267
307.448749,499.738011,672.442536,661.181976
376.566486,495.731995,608.990602,675.66117
346.62532,432.326417,608.990607,677.20871
376.566486,395.695105,604.433528,619.165825
376.566487,534.908562,658.080087,725.687887
294.084019,469.796846,533.22908,635.243005
376.566485,499.738009,612.996626,636.401364
376.566488,534.908565,654.074069,729.791591
376.566486,329.425025,508.953719,718.932609
311.45477,395.695105,514.860607,630.290241
325.81722,395.695107,612.925962,551.199335
197.963828,495.731993,596.82049,697.508461
346.62532,494.101221,502.690502,524.5412
376.566488,448.988745,620.609663,759.438696
376.566486,394.53674,627.359077,528.547216
301.541857,495.731992,637.271986,469.374013
305.817978,495.731991,405.375686,795.614069
376.566487,364.595577,616.435289,446.186354
207.411861,448.988747,654.074068,652.394585
325.817218,395.695106,404.217324,608.63875
301.471196,344.945841,602.727392,342.91483
207.411864,489.825101,348.553646,683.146011
376.566483,499.738012,618.90352,639.738278
376.566485,321.135354,443.77134,516.117261
188.865599,495.731995,333.685276,652.394586
376.566485,469.796849,627.359075,623.509044
311.454771,499.738013,589.497861,714.320592
190.934101,489.825097,616.435292,563.484628
311.454769,432.326418,518.866631,632.125246
376.566485,335.497805,652.443296,768.968164
376.566489,469.796846,618.903522,732.162136
376.566484,499.738012,569.860392,639.738282
376.566487,495.731988,562.27437,533.81144
376.566487,499.73801,518.866631,675.144022
376.566483,499.738012,613.266726,738.144393
376.566488,494.101221,654.074069,778.951733
376.566483,364.595577,655.780207,707.0326
376.566484,534.908562,513.229845,676.050346
311.45477,499.738014,505.412578,726.54564
307.448748,497.438134,614.972866,726.184583
376.566483,495.731989,466.959003,376.016879
307.448752,493.263763,613.266734,676.050347
376.566487,495.73199,607.330822,626.459444
376.566488,432.326416,672.442542,517.962501
376.566485,499.73801,614.97287,716.426866
206.253499,217.092447,618.903519,635.243007
376.566482,365.75394,620.609662,672.84414
346.625322,495.731993,398.796995,726.410432
311.45477,489.825102,348.553647,632.125246
376.566488,489.825098,451.935607,631.236983
376.566485,495.73199,502.690501,756.437497
376.566484,499.738012,618.903522,619.165826
376.566486,379.668373,533.229081,639.738276
376.566486,499.738014,612.996625,632.125244
376.566488,489.825101,613.266728,724.839501
376.566486,394.53674,620.609657,238.16459
376.566487,489.825099,600.037206,749.963247
207.411862,483.561877,488.925466,725.898912
307.448746,373.991126,613.266728,638.032134
346.62532,469.796848,652.443303,532.830864
376.566483,330.583389,452.090637,724.268146
376.566487,330.583389,618.903521,777.245597
376.566487,494.101223,509.418596,770.771348
301.471196,499.73801,468.117364,749.963249
346.62532,424.146025,654.074069,774.945719
311.454769,495.731992,500.472725,646.952575
307.448748,499.738014,509.418598,727.605047
325.817221,495.731994,654.07407,536.330972
376.566486,330.583389,348.553643,750.800711
376.566484,469.796845,620.609659,739.775165
346.625319,408.537251,503.287916,572.007439
311.454768,514.100465,549.504266,729.964004
325.81722,467.496965,616.603643,608.64068
311.45477,534.908561,658.080091,683.146018
311.454769,439.10284,518.866633,677.208711
376.566483,499.738013,617.27275,725.89891
376.566483,514.100464,613.266731,556.688036
311.454771,395.695107,512.392383,778.951737
376.566486,432.326415,612.429274,624.802614
311.45477,493.263767,333.685278,771.268041
307.448752,495.731988,612.429264,768.968162
325.81722,395.695106,672.442537,454.354422
376.566488,495.731991,633.265973,624.667411
376.566488,469.796848,538.242099,777.245591
197.963827,469.796847,672.442535,638.03214
207.411861,395.695102,654.074066,585.278208
346.625322,395.695103,526.643346,743.072768
311.454768,469.796848,614.135409,626.488458
376.566481,395.695104,618.903523,789.139818
376.566484,395.695105,612.996626,740.772886
376.566485,495.731995,451.455036,608.626481
376.566488,499.738008,658.080092,521.752063
376.566487,321.135355,545.514371,536.836886
207.411863,412.813376,640.844545,737.306936
346.62532,495.731991,612.429271,611.348561
376.566487,495.731993,376.641983,778.951734
311.45477,365.753938,654.07407,628.584106
376.566484,225.38212,518.86663,652.39459
307.44875,407.477838,618.903521,639.738276
376.566481,495.731992,512.392385,615.949111
376.566487,534.908561,627.359078,632.125246
376.566483,499.738015,518.866635,454.354421
376.566483,414.444142,613.266728,453.451927
311.45477,424.983486,500.320367,621.856011
206.2535,495.731994,612.996627,516.331727
304.980519,395.695106,514.860613,528.547218
376.566481,495.731995,617.272749,753.969266
311.454769,314.556658,323.78621,527.388851
207.411863,432.326417,501.631088,622.606549
301.541856,432.326416,607.359838,795.614065
305.817978,210.513751,502.388873,754.806725
294.084019,484.159297,518.866636,736.438257
376.566486,200.378836,672.442539,649.926359
325.817219,489.825096,618.903518,565.376258
311.45477,499.738011,576.636817,646.487694
311.454771,514.100462,559.974485,630.966884
305.817982,330.58339,613.266732,740.772886
307.44875,499.738015,613.266731,621.554374
376.566486,489.754438,569.860394,625.862025
376.566488,363.68925,509.418594,663.754651
311.45477,379.668376,600.037204,333.816601
207.411861,344.945841,618.903521,711.474772
376.566484,432.326416,637.271989,547.240003
376.566486,395.695103,443.771342,376.016878
376.566485,514.100464,654.07407,733.300914
295.278638,499.738016,617.272752,677.208704
376.566485,395.695106,333.685276,562.559405
376.566485,514.100463,468.117365,556.097449
325.817218,365.753939,608.990607,535.879941
309.154889,495.731992,404.217324,693.512492
376.566483,395.695109,613.266728,725.898912
311.454769,494.101225,613.26673,777.245601
376.566485,499.738015,612.925966,630.896221
376.566483,412.813372,605.53879,775.614825
325.81722,448.988748,604.433528,758.143634
376.566489,329.425026,601.096619,646.952573
311.45477,499.738014,614.972866,640.373877
376.566483,499.738014,518.86663,551.46182
307.448749,534.908563,545.514372,637.854345
376.566486,349.72721,620.036447,482.128288
307.44875,330.583387,617.272749,715.986003
191.385132,534.908559,468.117366,628.584103
311.454771,495.731988,633.26597,710.314569
309.154888,534.908563,533.229079,619.485874
207.411862,432.326416,607.359837,770.77135
311.454766,343.787477,617.272753,739.775167
325.817218,495.731989,518.866634,638.032136
376.566488,534.908562,637.271992,469.425292
311.454772,489.825101,546.098232,759.438694
376.566486,395.695105,435.457846,683.146015
376.566485,495.731991,654.074071,623.260515
376.566485,495.731993,606.733405,632.396748
207.411863,469.796848,398.796994,756.437495
346.625319,395.695104,500.320364,624.802614
207.411861,330.583389,509.418597,712.66939
325.817218,330.583388,618.903518,620.697639
376.566488,314.556658,405.375691,528.547215
376.566487,417.255547,518.866634,691.571156
206.2535,499.738012,398.796994,735.600796
376.566482,499.738012,502.839902,528.547215
325.81722,514.100464,498.147003,714.720722
376.566487,386.24707,641.903959,663.75465
346.625322,495.731994,618.903523,756.437496
207.411861,469.796846,608.990604,732.091469
311.45477,482.36726,620.60966,681.439875
376.566489,365.753941,340.263973,791.60805
376.566487,495.731995,530.919472,615.917587
376.566487,499.738013,658.080092,452.03739
346.625321,499.738014,658.08009,609.797114
197.963828,497.438132,618.903522,756.437498
244.523745,499.738011,570.340964,621.554374
376.566485,489.754438,613.266729,511.833607
376.566484,495.731993,509.418598,639.738277
309.154888,495.731989,502.8399,519.448982
191.385133,495.731991,637.271988,682.123127
376.566486,495.731988,472.447705,536.836889
376.566485,330.583389,514.860613,628.584098
206.253499,489.825094,468.117363,724.704297
311.454771,495.731991,618.903515,665.16045
346.625322,499.738015,508.953721,655.242248
311.454771,495.731995,633.265971,626.953334
346.62532,494.101221,654.074072,774.777366
311.45477,499.738014,654.074072,703.856447
197.963828,489.754439,398.345963,725.898909
311.454768,432.326416,514.860616,531.200099
309.154888,330.583391,517.708271,366.017985
311.454769,499.738011,516.751323,638.03214
325.817218,448.988749,518.866632,621.318529
376.566484,493.263762,501.532137,736.438257
